;—кважина;‘акт. врем€ работы , сут;‘акт. закачка за мес€ц, м3;ћесторождение;name_of_date_doc_col
1928;38_i;29.5;6602.200000000001;6;2017-12-01
1929;51_i;30.0;3003.0000000000005;6;2017-12-01
1930;39_i;9.0;2772.0;6;2017-12-01
1931;19_i;30.0;6193.000000000001;6;2017-12-01
1932;20_i;30.0;5698.000000000001;6;2017-12-01
1933;21_i;29.5;15803.7;6;2017-12-01
1934;22_i;;;6;2017-12-01
1935;52_i;29.5;5775.000000000001;6;2017-12-01
1936;23_i;29.5;12259.500000000002;6;2017-12-01
1937;24_i;29.5;13142.800000000001;6;2017-12-01
1938;25_i;29.5;18007.0;6;2017-12-01
1939;26_i;29.5;9027.7;6;2017-12-01
1940;45_i;24.0;5350.400000000001;6;2017-12-01
1941;3_i;29.5;6894.8;6;2017-12-01
1942;0_i;29.5;10931.800000000001;6;2017-12-01
1943;4_i;29.5;12182.500000000002;6;2017-12-01
1944;5_i;29.5;9850.5;6;2017-12-01
1945;1_i;1.5;396.00000000000006;6;2017-12-01
1946;53_i;29.5;9746.0;6;2017-12-01
1947;27_i;30.0;19228.0;6;2017-12-01
1948;14_i;24.0;6914.6;6;2017-12-01
1949;28_i;30.0;8382.0;6;2017-12-01
1950;33_i;30.0;8107.000000000001;6;2017-12-01
1951;29_i;30.0;5852.000000000001;6;2017-12-01
1952;30_i;30.0;3757.6000000000004;6;2017-12-01
1953;15_i;30.0;7909.000000000001;6;2017-12-01
1954;54_i;30.0;11077.0;6;2017-12-01
1955;31_i;30.0;6116.000000000001;6;2017-12-01
1956;31_i;30.0;6116.000000000001;6;2017-12-01
1957;40_i;30.0;10115.6;6;2017-12-01
1958;41_i;30.0;17600.0;6;2017-12-01
1959;34_i;30.0;4279.0;6;2017-12-01
1960;55_i;30.0;4455.0;6;2017-12-01
1961;56_i;30.0;10837.2;6;2017-12-01
1962;57_i;30.0;13475.000000000002;6;2017-12-01
1963;70_i;;;6;2017-12-01
1964;69_i;2.0;1100.0;6;2017-12-01
1965;58_i;1.0;528.0;6;2017-12-01
1966;59_i;30.0;20710.800000000003;6;2017-12-01
1967;60_i;30.0;14495.800000000001;6;2017-12-01
1968;68_i;30.0;16808.0;6;2017-12-01
1969;61_i;30.0;6177.6;6;2017-12-01
1970;62_i;30.0;7227.000000000001;6;2017-12-01
1971;63_i;;;6;2017-12-01
1972;64_i;30.0;6644.000000000001;6;2017-12-01
1973;46_i;29.5;9153.1;6;2017-12-01
1974;65_i;29.0;7946.400000000001;6;2017-12-01
1975;66_i;;;6;2017-12-01
1976;6_i;31.0;12584.000000000002;6;2018-01-01
1977;2_i;31.0;8217.0;6;2018-01-01
1978;7_i;31.0;13838.000000000002;6;2018-01-01
1979;11_i;31.0;17450.4;6;2018-01-01
1980;8_i;31.0;16854.2;6;2018-01-01
1981;17_i;31.0;5610.0;6;2018-01-01
1982;35_i;1.0;110.00000000000001;6;2018-01-01
1983;12_i;31.0;7856.200000000001;6;2018-01-01
1984;9_i;31.0;3861.0000000000005;6;2018-01-01
1985;10_i;31.0;18728.600000000002;6;2018-01-01
1986;13_i;31.0;2877.6000000000004;6;2018-01-01
1987;44_i;31.0;15659.6;6;2018-01-01
1988;36_i;31.0;2400.2000000000003;6;2018-01-01
1989;49_i;31.0;4642.0;6;2018-01-01
1990;37_i;31.0;1023.0000000000001;6;2018-01-01
1991;32_i;31.0;7539.400000000001;6;2018-01-01
1992;50_i;30.0;10379.6;6;2018-01-01
1993;42_i;31.0;18829.800000000003;6;2018-01-01
1994;67_i;30.0;9952.800000000001;6;2018-01-01
1995;18_i;31.0;9664.6;6;2018-01-01
1996;38_i;30.0;9878.0;6;2018-01-01
1997;51_i;31.0;8470.0;6;2018-01-01
1998;39_i;31.0;8703.2;6;2018-01-01
1999;19_i;31.0;3454.0000000000005;6;2018-01-01
2000;20_i;31.0;3168.0000000000005;6;2018-01-01
2001;21_i;31.0;16258.000000000002;6;2018-01-01
2002;22_i;;;6;2018-01-01
2003;52_i;31.0;6140.200000000001;6;2018-01-01
2004;23_i;31.0;16057.800000000001;6;2018-01-01
2005;24_i;30.0;16592.4;6;2018-01-01
2006;25_i;31.0;14377.000000000002;6;2018-01-01
2007;26_i;31.0;9851.6;6;2018-01-01
2008;45_i;31.0;7997.000000000001;6;2018-01-01
2009;3_i;31.0;6426.200000000001;6;2018-01-01
2010;0_i;31.0;14355.000000000002;6;2018-01-01
2011;4_i;31.0;14669.6;6;2018-01-01
2012;5_i;31.0;7447.000000000001;6;2018-01-01
2013;1_i;8.0;2112.0;6;2018-01-01
2014;53_i;31.0;14194.400000000001;6;2018-01-01
2015;27_i;31.0;23804.000000000004;6;2018-01-01
2016;14_i;31.0;8784.6;6;2018-01-01
2017;28_i;31.0;6322.8;6;2018-01-01
2018;33_i;31.0;6226.000000000001;6;2018-01-01
2019;29_i;31.0;4994.0;6;2018-01-01
2020;30_i;31.0;2252.8;6;2018-01-01
2021;15_i;31.0;6402.000000000001;6;2018-01-01
2022;54_i;31.0;17426.2;6;2018-01-01
2023;31_i;31.0;4070.0000000000005;6;2018-01-01
2024;31_i;31.0;4070.0000000000005;6;2018-01-01
2025;40_i;31.0;10318.0;6;2018-01-01
2026;41_i;31.0;24327.600000000002;6;2018-01-01
2027;34_i;31.0;4259.200000000001;6;2018-01-01
2028;55_i;31.0;4536.400000000001;6;2018-01-01
2029;56_i;31.0;8481.0;6;2018-01-01
2030;57_i;31.0;15444.000000000002;6;2018-01-01
2031;70_i;;;6;2018-01-01
2032;69_i;1.0;550.0;6;2018-01-01
2033;58_i;1.0;528.0;6;2018-01-01
2034;59_i;31.0;18755.0;6;2018-01-01
2035;60_i;31.0;15393.400000000001;6;2018-01-01
2036;68_i;31.0;18132.4;6;2018-01-01
2037;61_i;31.0;3986.4000000000005;6;2018-01-01
2038;62_i;31.0;7260.000000000001;6;2018-01-01
2039;63_i;;;6;2018-01-01
2040;64_i;31.0;5176.6;6;2018-01-01
2041;46_i;31.0;7009.200000000001;6;2018-01-01
2042;65_i;31.0;7502.000000000001;6;2018-01-01
2043;66_i;;;6;2018-01-01
2044;6_i;31.0;10087.0;6;2018-02-01
2045;2_i;31.0;7843.000000000001;6;2018-02-01
2046;7_i;31.0;6633.000000000001;6;2018-02-01
2047;11_i;31.0;17934.4;6;2018-02-01
2048;8_i;31.0;14018.400000000001;6;2018-02-01
2049;17_i;31.0;4917.0;6;2018-02-01
2050;35_i;1.0;110.00000000000001;6;2018-02-01
2051;12_i;31.0;7724.200000000001;6;2018-02-01
2052;9_i;31.0;4312.0;6;2018-02-01
2053;10_i;31.0;12608.2;6;2018-02-01
2054;13_i;31.0;2103.2000000000003;6;2018-02-01
2055;44_i;31.0;9748.2;6;2018-02-01
2056;36_i;31.0;2459.6000000000004;6;2018-02-01
2057;49_i;31.0;4562.8;6;2018-02-01
2058;37_i;31.0;1023.0000000000001;6;2018-02-01
2059;32_i;31.0;7169.8;6;2018-02-01
2060;50_i;31.0;10509.400000000001;6;2018-02-01
2061;42_i;31.0;18282.0;6;2018-02-01
2062;67_i;31.0;11028.6;6;2018-02-01
2063;18_i;31.0;8954.0;6;2018-02-01
2064;38_i;31.0;10155.2;6;2018-02-01
2065;51_i;31.0;3278.0000000000005;6;2018-02-01
2066;39_i;30.0;9301.6;6;2018-02-01
2067;19_i;31.0;5211.8;6;2018-02-01
2068;20_i;31.0;4994.0;6;2018-02-01
2069;21_i;31.0;14880.800000000001;6;2018-02-01
2070;22_i;;;6;2018-02-01
2071;52_i;31.0;5704.6;6;2018-02-01
2072;23_i;31.0;14216.400000000001;6;2018-02-01
2073;24_i;31.0;14322.000000000002;6;2018-02-01
2074;25_i;31.0;20572.2;6;2018-02-01
2075;26_i;31.0;9856.0;6;2018-02-01
2076;45_i;31.0;9103.6;6;2018-02-01
2077;3_i;30.0;6111.6;6;2018-02-01
2078;0_i;31.0;16555.0;6;2018-02-01
2079;4_i;31.0;16742.0;6;2018-02-01
2080;5_i;31.0;8272.0;6;2018-02-01
2081;1_i;31.0;8195.0;6;2018-02-01
2082;53_i;31.0;12199.000000000002;6;2018-02-01
2083;27_i;31.0;19283.0;6;2018-02-01
2084;14_i;30.0;9024.400000000001;6;2018-02-01
2085;28_i;31.0;7557.000000000001;6;2018-02-01
2086;33_i;31.0;6600.000000000001;6;2018-02-01
2087;29_i;31.0;5764.000000000001;6;2018-02-01
2088;30_i;31.0;2681.8;6;2018-02-01
2089;15_i;31.0;5962.000000000001;6;2018-02-01
2090;54_i;31.0;10016.6;6;2018-02-01
2091;31_i;31.0;4514.400000000001;6;2018-02-01
2092;31_i;31.0;4514.400000000001;6;2018-02-01
2093;40_i;31.0;6501.000000000001;6;2018-02-01
2094;41_i;31.0;18185.2;6;2018-02-01
2095;34_i;30.0;5931.200000000001;6;2018-02-01
2096;55_i;31.0;4439.6;6;2018-02-01
2097;56_i;31.0;10494.0;6;2018-02-01
2098;57_i;31.0;15169.000000000002;6;2018-02-01
2099;70_i;;;6;2018-02-01
2100;69_i;1.0;550.0;6;2018-02-01
2101;58_i;1.0;528.0;6;2018-02-01
2102;59_i;31.0;20768.0;6;2018-02-01
2103;60_i;31.0;17109.4;6;2018-02-01
2104;68_i;31.0;19355.600000000002;6;2018-02-01
2105;61_i;31.0;4760.8;6;2018-02-01
2106;62_i;31.0;7805.6;6;2018-02-01
2107;63_i;;;6;2018-02-01
2108;64_i;30.0;8175.200000000001;6;2018-02-01
2109;46_i;31.0;9207.0;6;2018-02-01
2110;65_i;31.0;7656.000000000001;6;2018-02-01
2111;66_i;;;6;2018-02-01
2112;6_i;28.0;9020.0;6;2018-03-01
2113;2_i;28.0;7224.8;6;2018-03-01
2114;7_i;28.0;5984.000000000001;6;2018-03-01
2115;11_i;28.0;15941.2;6;2018-03-01
2116;8_i;28.0;13046.000000000002;6;2018-03-01
2117;17_i;28.0;4136.0;6;2018-03-01
2118;35_i;1.0;110.00000000000001;6;2018-03-01
2119;12_i;28.0;6661.6;6;2018-03-01
2120;9_i;28.0;3674.0000000000005;6;2018-03-01
2121;10_i;28.0;11330.000000000002;6;2018-03-01
2122;13_i;28.0;1408.0;6;2018-03-01
2123;44_i;28.0;8558.0;6;2018-03-01
2124;36_i;28.0;2512.4;6;2018-03-01
2125;49_i;28.0;3603.6000000000004;6;2018-03-01
2126;37_i;28.0;924.0000000000001;6;2018-03-01
2127;32_i;28.0;6758.400000000001;6;2018-03-01
2128;50_i;28.0;9607.400000000001;6;2018-03-01
2129;42_i;28.0;16632.0;6;2018-03-01
2130;67_i;28.0;10868.0;6;2018-03-01
2131;18_i;27.0;7777.000000000001;6;2018-03-01
2132;38_i;28.0;5051.200000000001;6;2018-03-01
2133;51_i;28.0;2574.0;6;2018-03-01
2134;39_i;28.0;9240.0;6;2018-03-01
2135;19_i;28.0;4637.6;6;2018-03-01
2136;20_i;28.0;4070.0000000000005;6;2018-03-01
2137;21_i;28.0;14025.000000000002;6;2018-03-01
2138;22_i;;;6;2018-03-01
2139;52_i;28.0;5174.400000000001;6;2018-03-01
2140;23_i;28.0;12474.000000000002;6;2018-03-01
2141;24_i;28.0;12936.000000000002;6;2018-03-01
2142;25_i;28.0;18634.0;6;2018-03-01
2143;26_i;27.0;8995.800000000001;6;2018-03-01
2144;45_i;28.0;6600.000000000001;6;2018-03-01
2145;3_i;28.0;5082.0;6;2018-03-01
2146;0_i;28.0;12584.000000000002;6;2018-03-01
2147;4_i;28.0;13842.400000000001;6;2018-03-01
2148;5_i;28.0;6600.000000000001;6;2018-03-01
2149;1_i;28.0;6952.000000000001;6;2018-03-01
2150;53_i;28.0;8624.0;6;2018-03-01
2151;27_i;28.0;17710.0;6;2018-03-01
2152;14_i;28.0;6600.000000000001;6;2018-03-01
2153;28_i;28.0;6534.000000000001;6;2018-03-01
2154;33_i;28.0;5887.200000000001;6;2018-03-01
2155;29_i;28.0;5038.0;6;2018-03-01
2156;30_i;28.0;2433.2000000000003;6;2018-03-01
2157;15_i;28.0;5786.000000000001;6;2018-03-01
2158;54_i;28.0;8602.0;6;2018-03-01
2159;31_i;28.0;4166.8;6;2018-03-01
2160;31_i;28.0;4166.8;6;2018-03-01
2161;40_i;28.0;5904.8;6;2018-03-01
2162;41_i;28.0;16280.000000000002;6;2018-03-01
2163;34_i;28.0;5029.200000000001;6;2018-03-01
2164;55_i;28.0;3819.2000000000003;6;2018-03-01
2165;56_i;28.0;10164.0;6;2018-03-01
2166;57_i;28.0;12166.000000000002;6;2018-03-01
2167;70_i;;;6;2018-03-01
2168;69_i;1.0;550.0;6;2018-03-01
2169;58_i;1.0;528.0;6;2018-03-01
2170;59_i;28.0;18326.0;6;2018-03-01
2171;60_i;28.0;14784.000000000002;6;2018-03-01
2172;68_i;28.0;16940.0;6;2018-03-01
2173;61_i;27.0;5821.200000000001;6;2018-03-01
2174;71_i;;;6;2018-03-01
2175;62_i;26.0;5764.000000000001;6;2018-03-01
2176;63_i;;;6;2018-03-01
2177;64_i;28.0;9790.0;6;2018-03-01
2178;46_i;28.0;8316.0;6;2018-03-01
2179;65_i;28.0;6622.000000000001;6;2018-03-01
2180;66_i;;;6;2018-03-01
2181;6_i;31.0;7686.8;6;2018-04-01
2182;2_i;31.0;5262.400000000001;6;2018-04-01
2183;7_i;29.0;6718.8;6;2018-04-01
2184;11_i;31.0;16896.0;6;2018-04-01
2185;8_i;31.0;14014.000000000002;6;2018-04-01
2186;17_i;31.0;4175.6;6;2018-04-01
2187;35_i;1.0;110.00000000000001;6;2018-04-01
2188;12_i;31.0;7011.400000000001;6;2018-04-01
2189;9_i;31.0;3680.6000000000004;6;2018-04-01
2190;10_i;31.0;11668.800000000001;6;2018-04-01
2191;13_i;31.0;1500.4;6;2018-04-01
2192;44_i;31.0;8758.2;6;2018-04-01
2193;36_i;31.0;2565.2000000000003;6;2018-04-01
2194;49_i;31.0;3746.6000000000004;6;2018-04-01
2195;37_i;31.0;836.0000000000001;6;2018-04-01
2196;32_i;31.0;8505.2;6;2018-04-01
2197;50_i;31.0;13360.6;6;2018-04-01
2198;42_i;31.0;5607.8;6;2018-04-01
2199;67_i;31.0;14885.2;6;2018-04-01
2200;18_i;31.0;8822.0;6;2018-04-01
2201;38_i;31.0;8349.0;6;2018-04-01
2202;51_i;31.0;2409.0;6;2018-04-01
2203;39_i;31.0;11473.000000000002;6;2018-04-01
2204;19_i;31.0;3784.0000000000005;6;2018-04-01
2205;20_i;31.0;3130.6000000000004;6;2018-04-01
2206;21_i;31.0;15633.2;6;2018-04-01
2207;22_i;;;6;2018-04-01
2208;52_i;31.0;5728.8;6;2018-04-01
2209;23_i;31.0;13714.800000000001;6;2018-04-01
2210;24_i;31.0;13987.6;6;2018-04-01
2211;25_i;31.0;21021.0;6;2018-04-01
2212;26_i;31.0;9717.400000000001;6;2018-04-01
2213;45_i;31.0;6694.6;6;2018-04-01
2214;3_i;31.0;6061.000000000001;6;2018-04-01
2215;0_i;31.0;7902.400000000001;6;2018-04-01
2216;4_i;31.0;15780.600000000002;6;2018-04-01
2217;5_i;31.0;8652.6;6;2018-04-01
2218;1_i;31.0;8289.6;6;2018-04-01
2219;53_i;31.0;11444.400000000001;6;2018-04-01
2220;27_i;31.0;17146.800000000003;6;2018-04-01
2221;14_i;31.0;8234.6;6;2018-04-01
2222;28_i;31.0;5676.000000000001;6;2018-04-01
2223;33_i;31.0;5667.200000000001;6;2018-04-01
2224;29_i;31.0;4811.400000000001;6;2018-04-01
2225;30_i;31.0;1887.6000000000001;6;2018-04-01
2226;15_i;31.0;5645.200000000001;6;2018-04-01
2227;54_i;31.0;10076.0;6;2018-04-01
2228;31_i;31.0;4089.8;6;2018-04-01
2229;31_i;31.0;4089.8;6;2018-04-01
2230;40_i;29.0;7057.6;6;2018-04-01
2231;41_i;31.0;17428.4;6;2018-04-01
2232;34_i;31.0;4415.400000000001;6;2018-04-01
2233;55_i;31.0;4023.8;6;2018-04-01
2234;56_i;31.0;10458.800000000001;6;2018-04-01
2235;57_i;31.0;12889.800000000001;6;2018-04-01
2236;70_i;;;6;2018-04-01
2237;69_i;1.0;550.0;6;2018-04-01
2238;58_i;1.0;528.0;6;2018-04-01
2239;59_i;31.0;10122.2;6;2018-04-01
2240;60_i;31.0;9552.400000000001;6;2018-04-01
2241;68_i;31.0;13765.400000000001;6;2018-04-01
2242;61_i;31.0;5101.8;6;2018-04-01
2243;71_i;;;6;2018-04-01
2244;62_i;31.0;5044.6;6;2018-04-01
2245;63_i;;;6;2018-04-01
2246;64_i;31.0;11743.6;6;2018-04-01
2247;46_i;31.0;12817.2;6;2018-04-01
2248;65_i;13.0;3284.6000000000004;6;2018-04-01
2249;66_i;;;6;2018-04-01
2250;6_i;3.0;904.2;6;2018-05-01
2251;2_i;11.0;2323.2000000000003;6;2018-05-01
2252;7_i;30.0;6842.000000000001;6;2018-05-01
2253;11_i;30.0;16236.000000000002;6;2018-05-01
2254;8_i;30.0;13684.000000000002;6;2018-05-01
2255;17_i;30.0;3929.2000000000003;6;2018-05-01
2256;35_i;1.0;110.00000000000001;6;2018-05-01
2257;12_i;30.0;6828.8;6;2018-05-01
2258;9_i;30.0;3357.2000000000003;6;2018-05-01
2259;10_i;30.0;11061.6;6;2018-05-01
2260;13_i;30.0;1240.8000000000002;6;2018-05-01
2261;44_i;13.0;3946.8;6;2018-05-01
2262;36_i;27.0;1914.0000000000002;6;2018-05-01
2263;49_i;29.0;4562.8;6;2018-05-01
2264;37_i;30.0;858.0000000000001;6;2018-05-01
2265;32_i;30.0;7436.000000000001;6;2018-05-01
2266;50_i;30.0;10560.0;6;2018-05-01
2267;42_i;30.0;16258.000000000002;6;2018-05-01
2268;67_i;30.0;12232.000000000002;6;2018-05-01
2269;18_i;30.0;7766.000000000001;6;2018-05-01
2270;38_i;30.0;9284.0;6;2018-05-01
2271;51_i;30.0;2530.0;6;2018-05-01
2272;39_i;30.0;10252.0;6;2018-05-01
2273;19_i;30.0;3080.0000000000005;6;2018-05-01
2274;20_i;30.0;2574.0;6;2018-05-01
2275;21_i;30.0;14190.000000000002;6;2018-05-01
2276;22_i;;;6;2018-05-01
2277;52_i;30.0;5610.0;6;2018-05-01
2278;23_i;30.0;13200.000000000002;6;2018-05-01
2279;24_i;30.0;13860.000000000002;6;2018-05-01
2280;25_i;30.0;20482.0;6;2018-05-01
2281;26_i;30.0;9570.0;6;2018-05-01
2282;45_i;30.0;8756.0;6;2018-05-01
2283;3_i;30.0;6270.000000000001;6;2018-05-01
2284;0_i;30.0;10036.400000000001;6;2018-05-01
2285;4_i;30.0;15532.000000000002;6;2018-05-01
2286;5_i;30.0;8932.0;6;2018-05-01
2287;1_i;30.0;8025.6;6;2018-05-01
2288;53_i;30.0;11781.000000000002;6;2018-05-01
2289;27_i;30.0;16412.0;6;2018-05-01
2290;14_i;30.0;8628.400000000001;6;2018-05-01
2291;28_i;29.0;6556.000000000001;6;2018-05-01
2292;33_i;30.0;5456.0;6;2018-05-01
2293;29_i;30.0;4862.0;6;2018-05-01
2294;30_i;30.0;2002.0000000000002;6;2018-05-01
2295;15_i;30.0;4888.400000000001;6;2018-05-01
2296;54_i;30.0;10758.0;6;2018-05-01
2297;31_i;30.0;3190.0000000000005;6;2018-05-01
2298;31_i;30.0;3190.0000000000005;6;2018-05-01
2299;40_i;29.0;7796.8;6;2018-05-01
2300;41_i;30.0;17556.0;6;2018-05-01
2301;34_i;30.0;3828.0000000000005;6;2018-05-01
2302;55_i;30.0;3960.0000000000005;6;2018-05-01
2303;56_i;30.0;10230.0;6;2018-05-01
2304;57_i;30.0;13200.000000000002;6;2018-05-01
2305;70_i;;;6;2018-05-01
2306;69_i;1.0;550.0;6;2018-05-01
2307;58_i;1.0;528.0;6;2018-05-01
2308;59_i;30.0;18370.0;6;2018-05-01
2309;60_i;30.0;17710.0;6;2018-05-01
2310;68_i;30.0;18502.0;6;2018-05-01
2311;61_i;30.0;7128.000000000001;6;2018-05-01
2312;62_i;30.0;7040.000000000001;6;2018-05-01
2313;63_i;;;6;2018-05-01
2314;64_i;11.0;4815.8;6;2018-05-01
2315;46_i;30.0;6028.000000000001;6;2018-05-01
2316;65_i;3.0;594.0;6;2018-05-01
2317;66_i;;;6;2018-05-01
2318;6_i;28.0;12370.6;6;2018-06-01
2319;2_i;1.0;211.20000000000002;6;2018-06-01
2320;7_i;31.0;7172.000000000001;6;2018-06-01
2321;11_i;31.0;16722.2;6;2018-06-01
2322;8_i;31.0;14993.000000000002;6;2018-06-01
2323;17_i;31.0;3484.8;6;2018-06-01
2324;35_i;1.0;110.00000000000001;6;2018-06-01
2325;12_i;31.0;6976.200000000001;6;2018-06-01
2326;9_i;31.0;3955.6000000000004;6;2018-06-01
2327;10_i;31.0;15851.000000000002;6;2018-06-01
2328;13_i;31.0;1786.4;6;2018-06-01
2329;44_i;1.0;303.6;6;2018-06-01
2330;36_i;21.0;3559.6000000000004;6;2018-06-01
2331;49_i;31.0;5552.8;6;2018-06-01
2332;37_i;31.0;1410.2;6;2018-06-01
2333;32_i;21.0;4703.6;6;2018-06-01
2334;50_i;22.0;6384.400000000001;6;2018-06-01
2335;42_i;22.0;11382.800000000001;6;2018-06-01
2336;67_i;22.0;7491.000000000001;6;2018-06-01
2337;18_i;22.0;5101.8;6;2018-06-01
2338;38_i;22.0;8529.400000000001;6;2018-06-01
2339;51_i;31.0;4116.200000000001;6;2018-06-01
2340;39_i;22.0;6644.000000000001;6;2018-06-01
2341;19_i;28.0;6899.200000000001;6;2018-06-01
2342;20_i;31.0;4378.0;6;2018-06-01
2343;21_i;31.0;13787.400000000001;6;2018-06-01
2344;22_i;;;6;2018-06-01
2345;52_i;31.0;5858.6;6;2018-06-01
2346;23_i;30.0;13050.400000000001;6;2018-06-01
2347;24_i;31.0;14608.000000000002;6;2018-06-01
2348;25_i;31.0;22585.2;6;2018-06-01
2349;26_i;31.0;10709.6;6;2018-06-01
2350;45_i;31.0;11173.800000000001;6;2018-06-01
2351;3_i;31.0;7979.400000000001;6;2018-06-01
2352;0_i;31.0;10463.2;6;2018-06-01
2353;4_i;3.0;1650.0000000000002;6;2018-06-01
2354;5_i;31.0;10652.400000000001;6;2018-06-01
2355;1_i;27.0;8767.0;6;2018-06-01
2356;53_i;31.0;15092.000000000002;6;2018-06-01
2357;27_i;20.0;12951.400000000001;6;2018-06-01
2358;14_i;31.0;10043.0;6;2018-06-01
2359;28_i;3.0;580.8000000000001;6;2018-06-01
2360;33_i;30.0;8049.800000000001;6;2018-06-01
2361;29_i;30.0;6432.8;6;2018-06-01
2362;30_i;31.0;2411.2000000000003;6;2018-06-01
2363;15_i;8.0;1262.8000000000002;6;2018-06-01
2364;54_i;31.0;11968.000000000002;6;2018-06-01
2365;31_i;26.0;4193.200000000001;6;2018-06-01
2366;31_i;26.0;4193.200000000001;6;2018-06-01
2367;40_i;31.0;7660.400000000001;6;2018-06-01
2368;41_i;31.0;18176.4;6;2018-06-01
2369;34_i;31.0;4103.0;6;2018-06-01
2370;55_i;31.0;5291.0;6;2018-06-01
2371;56_i;31.0;15802.600000000002;6;2018-06-01
2372;57_i;12.0;5280.0;6;2018-06-01
2373;70_i;;;6;2018-06-01
2374;69_i;1.0;550.0;6;2018-06-01
2375;58_i;1.0;528.0;6;2018-06-01
2376;59_i;31.0;14319.800000000001;6;2018-06-01
2377;60_i;31.0;14500.2;6;2018-06-01
2378;68_i;31.0;20158.600000000002;6;2018-06-01
2379;61_i;31.0;6780.400000000001;6;2018-06-01
2380;71_i;;;6;2018-06-01
2381;62_i;31.0;6373.400000000001;6;2018-06-01
2382;63_i;;;6;2018-06-01
2383;64_i;28.0;14812.6;6;2018-06-01
2384;46_i;31.0;11158.400000000001;6;2018-06-01
2385;65_i;21.0;7719.8;6;2018-06-01
2386;66_i;;;6;2018-06-01
2387;6_i;30.0;7691.200000000001;6;2018-07-01
2388;2_i;1.0;211.20000000000002;6;2018-07-01
2389;7_i;30.0;6298.6;6;2018-07-01
2390;11_i;30.0;14786.2;6;2018-07-01
2391;8_i;28.0;13142.800000000001;6;2018-07-01
2392;17_i;22.0;3638.8;6;2018-07-01
2393;35_i;;;6;2018-07-01
2394;12_i;30.0;6441.6;6;2018-07-01
2395;9_i;22.0;4151.400000000001;6;2018-07-01
2396;10_i;30.0;10685.400000000001;6;2018-07-01
2397;13_i;29.0;2574.0;6;2018-07-01
2398;44_i;23.0;6617.6;6;2018-07-01
2399;36_i;30.0;2098.8;6;2018-07-01
2400;49_i;30.0;3777.4;6;2018-07-01
2401;37_i;19.0;752.4000000000001;6;2018-07-01
2402;32_i;23.0;9215.800000000001;6;2018-07-01
2403;50_i;23.0;11176.0;6;2018-07-01
2404;42_i;20.0;16508.800000000003;6;2018-07-01
2405;67_i;8.0;2428.8;6;2018-07-01
2406;18_i;22.0;9286.2;6;2018-07-01
2407;38_i;16.0;1478.4;6;2018-07-01
2408;51_i;14.0;919.6;6;2018-07-01
2409;39_i;23.0;10542.400000000001;6;2018-07-01
2410;19_i;30.0;3434.2000000000003;6;2018-07-01
2411;20_i;30.0;2706.0;6;2018-07-01
2412;21_i;23.0;11182.6;6;2018-07-01
2413;22_i;;;6;2018-07-01
2414;52_i;30.0;7007.000000000001;6;2018-07-01
2415;23_i;26.0;5869.6;6;2018-07-01
2416;24_i;30.0;26320.800000000003;6;2018-07-01
2417;25_i;24.0;13598.2;6;2018-07-01
2418;26_i;29.0;12768.800000000001;6;2018-07-01
2419;45_i;29.0;11162.800000000001;6;2018-07-01
2420;3_i;23.0;6342.6;6;2018-07-01
2421;0_i;30.0;13827.000000000002;6;2018-07-01
2422;4_i;1.0;550.0;6;2018-07-01
2423;5_i;30.0;10870.2;6;2018-07-01
2424;1_i;1.0;319.0;6;2018-07-01
2425;53_i;30.0;16970.800000000003;6;2018-07-01
2426;27_i;30.0;14667.400000000001;6;2018-07-01
2427;14_i;29.0;9473.2;6;2018-07-01
2428;28_i;11.0;4653.0;6;2018-07-01
2429;33_i;30.0;6567.000000000001;6;2018-07-01
2430;29_i;26.0;4760.8;6;2018-07-01
2431;30_i;29.0;3201.0000000000005;6;2018-07-01
2432;15_i;10.0;4006.2000000000003;6;2018-07-01
2433;54_i;30.0;10780.0;6;2018-07-01
2434;31_i;1.0;231.00000000000003;6;2018-07-01
2435;31_i;1.0;231.00000000000003;6;2018-07-01
2436;40_i;30.0;6347.000000000001;6;2018-07-01
2437;48_i;;;6;2018-07-01
2438;41_i;30.0;16946.600000000002;6;2018-07-01
2439;34_i;22.0;3245.0000000000005;6;2018-07-01
2440;55_i;30.0;7664.8;6;2018-07-01
2441;56_i;30.0;16812.4;6;2018-07-01
2442;57_i;3.0;1540.0000000000002;6;2018-07-01
2443;70_i;22.0;9570.0;6;2018-07-01
2444;69_i;22.0;7647.200000000001;6;2018-07-01
2445;58_i;16.0;5280.0;6;2018-07-01
2446;59_i;30.0;10806.400000000001;6;2018-07-01
2447;60_i;30.0;14482.6;6;2018-07-01
2448;68_i;30.0;16614.4;6;2018-07-01
2449;61_i;29.0;5805.8;6;2018-07-01
2450;71_i;27.0;14674.000000000002;6;2018-07-01
2451;62_i;29.0;8496.400000000001;6;2018-07-01
2452;63_i;;;6;2018-07-01
2453;64_i;30.0;14526.6;6;2018-07-01
2454;46_i;30.0;13004.2;6;2018-07-01
2455;65_i;30.0;5885.000000000001;6;2018-07-01
2456;66_i;;;6;2018-07-01
2457;6_i;31.0;8232.400000000001;6;2018-08-01
2458;2_i;29.0;14212.000000000002;6;2018-08-01
2459;7_i;16.0;2992.0000000000005;6;2018-08-01
2460;11_i;26.0;13670.800000000001;6;2018-08-01
2461;8_i;27.0;13351.800000000001;6;2018-08-01
2462;17_i;31.0;4351.6;6;2018-08-01
