;—кважина;‘акт. врем€ работы , сут;‘акт. закачка за мес€ц, м3;ћесторождение;name_of_date_doc_col
3363;28_i;31.0;10507.2;6;2019-11-01
3364;33_i;31.0;9336.800000000001;6;2019-11-01
3365;29_i;31.0;8267.6;6;2019-11-01
3366;30_i;30.0;4754.200000000001;6;2019-11-01
3367;15_i;31.0;9499.6;6;2019-11-01
3368;54_i;31.0;14348.400000000001;6;2019-11-01
3369;31_i;30.0;4474.8;6;2019-11-01
3370;31_i;30.0;4474.8;6;2019-11-01
3371;73_i;31.0;7966.200000000001;6;2019-11-01
3372;72_i;31.0;9519.400000000001;6;2019-11-01
3373;40_i;31.0;8553.6;6;2019-11-01
3374;48_i;31.0;12661.000000000002;6;2019-11-01
3375;41_i;31.0;18020.2;6;2019-11-01
3376;34_i;31.0;6212.8;6;2019-11-01
3377;55_i;31.0;8963.460000000001;6;2019-11-01
3378;56_i;31.0;22382.800000000003;6;2019-11-01
3379;57_i;4.0;1196.8000000000002;6;2019-11-01
3380;70_i;30.0;9673.400000000001;6;2019-11-01
3381;69_i;31.0;12872.2;6;2019-11-01
3382;58_i;31.0;3390.2000000000003;6;2019-11-01
3383;59_i;31.0;5783.8;6;2019-11-01
3384;60_i;31.0;11871.2;6;2019-11-01
3385;68_i;31.0;12227.6;6;2019-11-01
3386;61_i;31.0;3174.6000000000004;6;2019-11-01
3387;66_i;31.0;11257.400000000001;6;2019-11-01
3388;71_i;31.0;11187.0;6;2019-11-01
3389;62_i;8.0;1874.4;6;2019-11-01
3390;63_i;;;6;2019-11-01
3391;64_i;31.0;18726.4;6;2019-11-01
3392;46_i;31.0;5302.0;6;2019-11-01
3393;65_i;31.0;3806.0000000000005;6;2019-11-01
3394;8_i;31.0;9703.98;7;2019-11-01
3395;74_i;31.0;1078.22;7;2019-11-01
3396;6_i;30.0;13105.400000000001;6;2019-10-01
3397;2_i;30.0;9497.400000000001;6;2019-10-01
3398;7_i;3.0;996.6000000000001;6;2019-10-01
3399;11_i;30.0;11171.6;6;2019-10-01
3400;8_i;30.0;12619.2;6;2019-10-01
3401;17_i;30.0;7194.000000000001;6;2019-10-01
3402;35_i;30.0;4138.200000000001;6;2019-10-01
3403;12_i;30.0;11902.000000000002;6;2019-10-01
3404;9_i;30.0;10566.6;6;2019-10-01
3405;10_i;30.0;8217.0;6;2019-10-01
3406;13_i;5.0;1001.0000000000001;6;2019-10-01
3407;44_i;30.0;7420.798000000001;6;2019-10-01
3408;36_i;30.0;10643.6;6;2019-10-01
3409;49_i;30.0;5594.6;6;2019-10-01
3410;37_i;30.0;4934.6;6;2019-10-01
3411;32_i;30.0;15518.800000000001;6;2019-10-01
3412;50_i;28.0;12375.000000000002;6;2019-10-01
3413;42_i;30.0;16913.600000000002;6;2019-10-01
3414;67_i;9.0;4056.8;6;2019-10-01
3415;18_i;30.0;10678.800000000001;6;2019-10-01
3416;38_i;30.0;4967.6;6;2019-10-01
3417;51_i;30.0;4686.0;6;2019-10-01
3418;39_i;;;6;2019-10-01
3419;19_i;30.0;11589.6;6;2019-10-01
3420;20_i;30.0;7733.000000000001;6;2019-10-01
3421;21_i;29.0;8408.400000000001;6;2019-10-01
3422;22_i;25.0;7792.400000000001;6;2019-10-01
3423;52_i;15.0;4798.200000000001;6;2019-10-01
3424;23_i;20.0;3799.4;6;2019-10-01
3425;24_i;30.0;24464.000000000004;6;2019-10-01
3426;25_i;30.0;11255.882000000001;6;2019-10-01
3427;26_i;;;6;2019-10-01
3428;45_i;30.0;7812.200000000001;6;2019-10-01
3429;3_i;6.0;983.4000000000001;6;2019-10-01
3430;0_i;30.0;4153.6;6;2019-10-01
3431;4_i;30.0;6518.6;6;2019-10-01
3432;5_i;30.0;9955.0;6;2019-10-01
3433;1_i;14.0;1258.4;6;2019-10-01
3434;53_i;30.0;9992.400000000001;6;2019-10-01
3435;27_i;30.0;14198.800000000001;6;2019-10-01
3436;14_i;10.0;2833.6000000000004;6;2019-10-01
3437;28_i;30.0;11393.800000000001;6;2019-10-01
3438;33_i;30.0;9501.800000000001;6;2019-10-01
3439;29_i;25.0;7341.400000000001;6;2019-10-01
3440;30_i;30.0;4133.8;6;2019-10-01
3441;15_i;30.0;10234.400000000001;6;2019-10-01
3442;54_i;30.0;11497.2;6;2019-10-01
3443;31_i;30.0;5007.200000000001;6;2019-10-01
3444;31_i;30.0;5007.200000000001;6;2019-10-01
3445;73_i;30.0;8639.400000000001;6;2019-10-01
3446;72_i;30.0;9539.2;6;2019-10-01
3447;40_i;30.0;10513.800000000001;6;2019-10-01
3448;48_i;25.0;9598.6;6;2019-10-01
3449;41_i;30.0;15340.6;6;2019-10-01
3450;34_i;30.0;8718.6;6;2019-10-01
3451;55_i;30.0;12599.400000000001;6;2019-10-01
3452;56_i;29.0;21054.0;6;2019-10-01
3453;57_i;3.0;825.0000000000001;6;2019-10-01
3454;70_i;30.0;2972.2000000000003;6;2019-10-01
3455;69_i;30.0;15725.6;6;2019-10-01
3456;58_i;29.0;2943.6000000000004;6;2019-10-01
3457;59_i;30.0;7354.6;6;2019-10-01
3458;60_i;30.0;9277.400000000001;6;2019-10-01
3459;68_i;30.0;10386.2;6;2019-10-01
3460;61_i;30.0;3713.6000000000004;6;2019-10-01
3461;66_i;30.0;6197.400000000001;6;2019-10-01
3462;71_i;29.0;9495.2;6;2019-10-01
3463;62_i;30.0;8133.400000000001;6;2019-10-01
3464;63_i;;;6;2019-10-01
3465;64_i;30.0;15114.000000000002;6;2019-10-01
3466;46_i;30.0;4716.8;6;2019-10-01
3467;65_i;30.0;3418.8;6;2019-10-01
3468;8_i;12.0;4191.66;7;2019-10-01
3469;74_i;12.0;465.74;7;2019-10-01
3470;6_i;31.0;8731.800000000001;6;2019-09-01
3471;2_i;3.0;1570.8000000000002;6;2019-09-01
3472;7_i;31.0;6487.8;6;2019-09-01
3473;11_i;31.0;10951.6;6;2019-09-01
3474;8_i;31.0;11915.2;6;2019-09-01
3475;17_i;31.0;4448.400000000001;6;2019-09-01
3476;35_i;31.0;2219.8;6;2019-09-01
3477;12_i;31.0;9182.800000000001;6;2019-09-01
3478;9_i;31.0;11035.2;6;2019-09-01
3479;10_i;31.0;12104.400000000001;6;2019-09-01
3480;13_i;31.0;2167.0;6;2019-09-01
3481;44_i;31.0;9647.0;6;2019-09-01
3482;36_i;31.0;5407.6;6;2019-09-01
3483;49_i;31.0;4041.4000000000005;6;2019-09-01
3484;37_i;24.0;2591.6000000000004;6;2019-09-01
3485;32_i;31.0;21243.2;6;2019-09-01
3486;50_i;;;6;2019-09-01
3487;42_i;;;6;2019-09-01
3488;67_i;31.0;21751.4;6;2019-09-01
3489;18_i;31.0;12520.2;6;2019-09-01
3490;38_i;31.0;8742.800000000001;6;2019-09-01
3491;51_i;31.0;2116.4;6;2019-09-01
3492;39_i;;;6;2019-09-01
3493;19_i;31.0;4901.6;6;2019-09-01
3494;20_i;23.0;2855.6000000000004;6;2019-09-01
3495;21_i;31.0;8518.400000000001;6;2019-09-01
3496;22_i;30.0;11902.000000000002;6;2019-09-01
3497;52_i;8.0;1793.0000000000002;6;2019-09-01
3498;23_i;30.0;5735.400000000001;6;2019-09-01
3499;24_i;31.0;23524.600000000002;6;2019-09-01
3500;25_i;30.0;9975.724;6;2019-09-01
3501;26_i;;;6;2019-09-01
3502;45_i;9.0;3326.4;6;2019-09-01
3503;3_i;9.0;2299.0;6;2019-09-01
3504;0_i;26.0;5662.8;6;2019-09-01
3505;4_i;26.0;5775.000000000001;6;2019-09-01
3506;5_i;26.0;10322.400000000001;6;2019-09-01
3507;1_i;26.0;2578.4;6;2019-09-01
3508;53_i;26.0;11140.800000000001;6;2019-09-01
3509;27_i;31.0;17314.0;6;2019-09-01
3510;14_i;;;6;2019-09-01
3511;28_i;31.0;7882.6;6;2019-09-01
3512;33_i;15.0;4606.8;6;2019-09-01
3513;29_i;29.0;5016.0;6;2019-09-01
3514;30_i;31.0;2142.8;6;2019-09-01
3515;15_i;31.0;6191.548000000001;6;2019-09-01
3516;54_i;31.0;11112.2;6;2019-09-01
3517;31_i;23.0;2074.6000000000004;6;2019-09-01
3518;31_i;23.0;2074.6000000000004;6;2019-09-01
3519;73_i;31.0;6351.400000000001;6;2019-09-01
3520;72_i;31.0;6760.6;6;2019-09-01
3521;40_i;31.0;9673.400000000001;6;2019-09-01
3522;48_i;29.0;12944.800000000001;6;2019-09-01
3523;41_i;31.0;14856.6;6;2019-09-01
3524;34_i;31.0;5819.000000000001;6;2019-09-01
3525;55_i;30.0;12311.2;6;2019-09-01
3526;56_i;30.0;16913.600000000002;6;2019-09-01
3527;57_i;30.0;7183.000000000001;6;2019-09-01
3528;70_i;21.0;2314.4;6;2019-09-01
3529;69_i;30.0;15591.400000000001;6;2019-09-01
3530;58_i;30.0;2778.6000000000004;6;2019-09-01
3531;59_i;20.0;2525.6000000000004;6;2019-09-01
3532;60_i;30.0;8296.2;6;2019-09-01
3533;68_i;29.0;9288.400000000001;6;2019-09-01
3534;61_i;23.0;2585.0;6;2019-09-01
3535;66_i;31.0;15447.058000000003;6;2019-09-01
3536;71_i;30.0;7356.8;6;2019-09-01
3537;62_i;31.0;7189.6;6;2019-09-01
3538;63_i;;;6;2019-09-01
3539;64_i;15.0;5618.8;6;2019-09-01
3540;46_i;26.0;5981.8;6;2019-09-01
3541;65_i;30.0;2888.6000000000004;6;2019-09-01
3542;8_i;22.08;7826.786000000001;7;2019-09-01
3543;74_i;22.08;869.6380000000001;7;2019-09-01
3544;6_i;31.0;10876.800000000001;6;2019-02-01
3545;2_i;30.0;12009.800000000001;6;2019-02-01
3546;7_i;30.0;5654.000000000001;6;2019-02-01
3547;11_i;31.0;10841.6;6;2019-02-01
3548;8_i;31.0;12762.2;6;2019-02-01
3549;17_i;30.0;3238.4;6;2019-02-01
3550;35_i;31.0;2536.6000000000004;6;2019-02-01
3551;12_i;31.0;6078.6;6;2019-02-01
3552;9_i;1.0;2.2;6;2019-02-01
3553;10_i;31.0;10595.2;6;2019-02-01
3554;13_i;31.0;1293.6000000000001;6;2019-02-01
3555;44_i;31.0;7825.400000000001;6;2019-02-01
3556;36_i;31.0;2019.6000000000001;6;2019-02-01
3557;49_i;31.0;4452.8;6;2019-02-01
3558;37_i;31.0;215.60000000000002;6;2019-02-01
3559;32_i;31.0;7189.6;6;2019-02-01
3560;50_i;31.0;10628.2;6;2019-02-01
3561;42_i;31.0;3251.6000000000004;6;2019-02-01
3562;67_i;31.0;7222.6;6;2019-02-01
3563;18_i;31.0;10947.2;6;2019-02-01
3564;38_i;31.0;10546.800000000001;6;2019-02-01
3565;51_i;31.0;2178.0;6;2019-02-01
3566;39_i;29.0;10659.0;6;2019-02-01
3567;19_i;31.0;3942.4000000000005;6;2019-02-01
3568;20_i;30.0;2985.4;6;2019-02-01
3569;21_i;31.0;5988.400000000001;6;2019-02-01
3570;22_i;31.0;12042.800000000001;6;2019-02-01
3571;52_i;31.0;6941.000000000001;6;2019-02-01
3572;23_i;31.0;5794.8;6;2019-02-01
3573;24_i;31.0;29449.2;6;2019-02-01
3574;25_i;31.0;8575.6;6;2019-02-01
3575;26_i;30.0;12504.800000000001;6;2019-02-01
3576;45_i;31.0;13860.000000000002;6;2019-02-01
3577;3_i;31.0;9765.800000000001;6;2019-02-01
3578;0_i;1.0;2.2;6;2019-02-01
3579;4_i;31.0;12938.2;6;2019-02-01
3580;5_i;15.0;4206.400000000001;6;2019-02-01
3581;1_i;30.0;3062.4;6;2019-02-01
3582;53_i;31.0;12865.6;6;2019-02-01
3583;27_i;31.0;15668.400000000001;6;2019-02-01
3584;14_i;15.0;4109.6;6;2019-02-01
3585;28_i;1.0;2.2;6;2019-02-01
3586;33_i;31.0;7101.6;6;2019-02-01
3587;29_i;1.0;2.2;6;2019-02-01
3588;30_i;31.0;3139.4;6;2019-02-01
3589;15_i;31.0;6608.8;6;2019-02-01
3590;54_i;31.0;11990.000000000002;6;2019-02-01
3591;31_i;31.0;2717.0;6;2019-02-01
3592;31_i;31.0;2717.0;6;2019-02-01
3593;73_i;;;6;2019-02-01
3594;72_i;1.0;2.2;6;2019-02-01
3595;40_i;31.0;5581.400000000001;6;2019-02-01
3596;48_i;31.0;26382.4;6;2019-02-01
3597;41_i;31.0;16110.600000000002;6;2019-02-01
3598;34_i;31.0;3088.8;6;2019-02-01
3599;55_i;20.0;4657.400000000001;6;2019-02-01
3600;56_i;31.0;20638.2;6;2019-02-01
3601;57_i;31.0;9292.800000000001;6;2019-02-01
3602;70_i;31.0;8753.800000000001;6;2019-02-01
3603;69_i;31.0;16913.600000000002;6;2019-02-01
3604;58_i;31.0;6903.6;6;2019-02-01
3605;59_i;31.0;1636.8000000000002;6;2019-02-01
3606;60_i;31.0;14713.6;6;2019-02-01
3607;68_i;31.0;16779.4;6;2019-02-01
3608;61_i;30.0;5011.6;6;2019-02-01
3609;71_i;30.0;9112.400000000001;6;2019-02-01
3610;62_i;31.0;8115.800000000001;6;2019-02-01
3611;63_i;;;6;2019-02-01
3612;64_i;31.0;6479.000000000001;6;2019-02-01
3613;46_i;31.0;6514.200000000001;6;2019-02-01
3614;65_i;31.0;2365.0;6;2019-02-01
3615;66_i;;;6;2019-02-01
3616;6_i;31.0;11618.2;6;2019-01-01
3617;2_i;1.0;83.60000000000001;6;2019-01-01
3618;7_i;31.0;5495.6;6;2019-01-01
3619;11_i;31.0;10872.400000000001;6;2019-01-01
3620;8_i;31.0;12768.800000000001;6;2019-01-01
3621;17_i;31.0;2580.6000000000004;6;2019-01-01
3622;35_i;31.0;2794.0;6;2019-01-01
3623;12_i;31.0;5988.400000000001;6;2019-01-01
3624;9_i;9.0;1201.2;6;2019-01-01
3625;10_i;30.0;10329.0;6;2019-01-01
3626;13_i;31.0;1397.0;6;2019-01-01
3627;44_i;31.0;7898.000000000001;6;2019-01-01
3628;36_i;31.0;1797.4;6;2019-01-01
3629;49_i;30.0;3975.4000000000005;6;2019-01-01
3630;37_i;31.0;470.8;6;2019-01-01
3631;32_i;31.0;7981.6;6;2019-01-01
3632;50_i;31.0;11981.2;6;2019-01-01
3633;42_i;31.0;3724.6000000000004;6;2019-01-01
3634;67_i;31.0;8685.6;6;2019-01-01
3635;18_i;31.0;12016.400000000001;6;2019-01-01
3636;38_i;31.0;11030.800000000001;6;2019-01-01
3637;51_i;31.0;2312.2000000000003;6;2019-01-01
3638;39_i;24.0;8927.6;6;2019-01-01
3639;19_i;31.0;4694.8;6;2019-01-01
3640;20_i;31.0;3260.4;6;2019-01-01
3641;21_i;31.0;4934.6;6;2019-01-01
3642;22_i;31.0;13270.400000000001;6;2019-01-01
3643;52_i;30.0;6934.400000000001;6;2019-01-01
3644;23_i;30.0;5874.000000000001;6;2019-01-01
3645;24_i;31.0;31765.800000000003;6;2019-01-01
3646;25_i;31.0;9752.6;6;2019-01-01
3647;26_i;31.0;13558.6;6;2019-01-01
3648;45_i;31.0;14399.000000000002;6;2019-01-01
3649;3_i;31.0;9671.2;6;2019-01-01
3650;0_i;1.0;539.0;6;2019-01-01
3651;4_i;31.0;9251.0;6;2019-01-01
3652;5_i;31.0;9409.400000000001;6;2019-01-01
3653;1_i;31.0;2917.2000000000003;6;2019-01-01
3654;53_i;31.0;13772.000000000002;6;2019-01-01
3655;27_i;31.0;16350.400000000001;6;2019-01-01
3656;14_i;31.0;9050.800000000001;6;2019-01-01
3657;28_i;13.0;2943.6000000000004;6;2019-01-01
3658;33_i;31.0;7282.000000000001;6;2019-01-01
3659;29_i;13.0;3755.4;6;2019-01-01
3660;30_i;31.0;3308.8;6;2019-01-01
3661;15_i;31.0;7121.400000000001;6;2019-01-01
3662;54_i;31.0;12797.400000000001;6;2019-01-01
3663;31_i;31.0;2774.2000000000003;6;2019-01-01
3664;31_i;31.0;2774.2000000000003;6;2019-01-01
3665;72_i;13.0;2996.4;6;2019-01-01
3666;40_i;31.0;5832.200000000001;6;2019-01-01
3667;48_i;31.0;24862.2;6;2019-01-01
3668;41_i;31.0;16154.600000000002;6;2019-01-01
3669;34_i;31.0;3128.4;6;2019-01-01
3670;55_i;31.0;7554.8;6;2019-01-01
3671;56_i;31.0;21465.4;6;2019-01-01
3672;57_i;31.0;10269.6;6;2019-01-01
3673;70_i;31.0;9849.400000000001;6;2019-01-01
3674;69_i;31.0;14579.400000000001;6;2019-01-01
3675;58_i;30.0;7865.000000000001;6;2019-01-01
3676;59_i;31.0;2708.2000000000003;6;2019-01-01
3677;60_i;31.0;15716.800000000001;6;2019-01-01
3678;68_i;30.0;14592.6;6;2019-01-01
3679;61_i;31.0;5084.200000000001;6;2019-01-01
3680;71_i;31.0;10256.400000000001;6;2019-01-01
3681;62_i;31.0;8918.800000000001;6;2019-01-01
3682;63_i;;;6;2019-01-01
3683;64_i;31.0;9895.6;6;2019-01-01
3684;46_i;31.0;4452.8;6;2019-01-01
3685;65_i;30.0;2736.8;6;2019-01-01
3686;66_i;;;6;2019-01-01
3687;75_i;;;6;2020-08-01
3688;75_i;;;6;2020-08-01
3689;6_i;31.0;10727.2;6;2020-08-01
3690;2_i;;;6;2020-08-01
3691;7_i;31.0;6989.400000000001;6;2020-08-01
3692;11_i;21.0;6283.200000000001;6;2020-08-01
3693;8_i;1.0;2.2;6;2020-08-01
3694;17_i;31.0;5288.8;6;2020-08-01
3695;35_i;;;6;2020-08-01
3696;76_i;31.0;10342.2;6;2020-08-01
3697;12_i;31.0;10604.0;6;2020-08-01
3698;9_i;31.0;7658.200000000001;6;2020-08-01
3699;10_i;31.0;13008.6;6;2020-08-01
3700;13_i;;;6;2020-08-01
3701;44_i;28.0;10568.800000000001;6;2020-08-01
3702;36_i;31.0;8819.800000000001;6;2020-08-01
3703;49_i;31.0;3192.2000000000003;6;2020-08-01
3704;37_i;31.0;3176.8;6;2020-08-01
3705;32_i;31.0;13184.6;6;2020-08-01
3706;50_i;31.0;2323.2000000000003;6;2020-08-01
3707;42_i;21.0;6083.000000000001;6;2020-08-01
3708;67_i;31.0;17318.4;6;2020-08-01
3709;18_i;1.0;2.2;6;2020-08-01
3710;38_i;;;6;2020-08-01
3711;51_i;24.0;1526.8000000000002;6;2020-08-01
3712;39_i;31.0;11600.6;6;2020-08-01
3713;19_i;1.0;2.2;6;2020-08-01
3714;20_i;31.0;3066.8;6;2020-08-01
3715;21_i;21.0;6100.6;6;2020-08-01
3716;22_i;;;6;2020-08-01
3717;52_i;31.0;4705.8;6;2020-08-01
3718;23_i;31.0;12848.000000000002;6;2020-08-01
3719;24_i;31.0;20299.4;6;2020-08-01
3720;25_i;31.0;10194.800000000001;6;2020-08-01
3721;26_i;28.0;3273.6000000000004;6;2020-08-01
3722;45_i;;;6;2020-08-01
3723;3_i;31.0;5297.6;6;2020-08-01
3724;0_i;31.0;10331.2;6;2020-08-01
3725;4_i;28.0;6516.400000000001;6;2020-08-01
3726;5_i;31.0;13899.6;6;2020-08-01
3727;1_i;21.0;2145.0;6;2020-08-01
3728;53_i;28.0;10705.2;6;2020-08-01
3729;27_i;31.0;17129.2;6;2020-08-01
3730;14_i;;;6;2020-08-01
3731;28_i;31.0;7308.400000000001;6;2020-08-01
3732;33_i;31.0;7145.6;6;2020-08-01
3733;29_i;;;6;2020-08-01
3734;30_i;31.0;2732.4;6;2020-08-01
3735;15_i;8.0;3704.8;6;2020-08-01
3736;54_i;31.0;9880.2;6;2020-08-01
3737;31_i;31.0;2615.8;6;2020-08-01
3738;31_i;31.0;2615.8;6;2020-08-01
3739;73_i;9.0;2868.8;6;2020-08-01
3740;72_i;31.0;11545.6;6;2020-08-01
3741;40_i;31.0;9706.400000000001;6;2020-08-01
3742;48_i;31.0;13151.6;6;2020-08-01
3743;41_i;31.0;19294.0;6;2020-08-01
3744;34_i;31.0;6208.400000000001;6;2020-08-01
3745;55_i;6.0;1247.4;6;2020-08-01
3746;56_i;6.0;3324.2000000000003;6;2020-08-01
3747;57_i;1.0;79.2;6;2020-08-01
3748;70_i;6.0;2642.2000000000003;6;2020-08-01
3749;69_i;6.0;1555.4;6;2020-08-01
3750;58_i;6.0;158.4;6;2020-08-01
3751;59_i;6.0;514.8000000000001;6;2020-08-01
3752;60_i;6.0;1452.0000000000002;6;2020-08-01
3753;77_i;6.0;3016.2000000000003;6;2020-08-01
3754;68_i;6.0;1544.4;6;2020-08-01
3755;61_i;6.0;594.0;6;2020-08-01
3756;66_i;6.0;2171.4;6;2020-08-01
3757;71_i;6.0;3568.4;6;2020-08-01
3758;62_i;6.0;937.2;6;2020-08-01
3759;63_i;;;6;2020-08-01
3760;64_i;15.0;8758.2;6;2020-08-01
3761;46_i;6.0;1247.4;6;2020-08-01
3762;65_i;6.0;594.0;6;2020-08-01
3763;78_i;;;6;2020-08-01
3764;79_i;;;6;2020-08-01
3765;79_i;;;6;2020-08-01
3766;80_i;;;6;2020-08-01
3767;81_i;;;6;2020-08-01
3768;82_i;;;6;2020-08-01
3769;74_i;;;6;2020-08-01
3770;8_i;31.0;606.9800000000001;7;2020-08-01
3771;74_i;31.0;5462.8200000000015;7;2020-08-01
3772;6_i;31.0;11613.800000000001;6;2020-04-01
3773;2_i;31.0;7317.200000000001;6;2020-04-01
3774;7_i;31.0;7640.6;6;2020-04-01
3775;11_i;31.0;9636.0;6;2020-04-01
3776;8_i;31.0;12918.400000000001;6;2020-04-01
3777;17_i;31.0;4287.8;6;2020-04-01
3778;35_i;31.0;2138.4;6;2020-04-01
3779;12_i;31.0;12036.2;6;2020-04-01
3780;9_i;31.0;6529.6;6;2020-04-01
3781;10_i;31.0;14212.000000000002;6;2020-04-01
3782;13_i;;;6;2020-04-01
3783;44_i;30.0;11574.2;6;2020-04-01
3784;36_i;31.0;8654.800000000001;6;2020-04-01
3785;49_i;31.0;3451.8;6;2020-04-01
3786;37_i;31.0;3152.6000000000004;6;2020-04-01
3787;32_i;31.0;8885.800000000001;6;2020-04-01
3788;50_i;31.0;8197.2;6;2020-04-01
3789;42_i;31.0;6503.200000000001;6;2020-04-01
3790;67_i;31.0;11239.800000000001;6;2020-04-01
3791;18_i;31.0;13789.6;6;2020-04-01
3792;38_i;31.0;4985.200000000001;6;2020-04-01
3793;51_i;31.0;2853.4;6;2020-04-01
3794;39_i;12.0;2050.4;6;2020-04-01
3795;19_i;31.0;4554.0;6;2020-04-01
3796;20_i;31.0;3165.8;6;2020-04-01
3797;21_i;31.0;7266.6;6;2020-04-01
3798;22_i;31.0;12496.000000000002;6;2020-04-01
3799;52_i;31.0;7213.8;6;2020-04-01
3800;23_i;2.0;792.0000000000001;6;2020-04-01
3801;24_i;31.0;21073.800000000003;6;2020-04-01
3802;25_i;31.0;10670.0;6;2020-04-01
3803;26_i;31.0;9501.800000000001;6;2020-04-01
3804;45_i;16.0;4844.400000000001;6;2020-04-01
3805;3_i;31.0;6833.200000000001;6;2020-04-01
3806;0_i;31.0;10419.2;6;2020-04-01
3807;4_i;;;6;2020-04-01
3808;5_i;31.0;14449.6;6;2020-04-01
3809;1_i;28.0;4505.6;6;2020-04-01
3810;53_i;31.0;15481.400000000001;6;2020-04-01
3811;27_i;31.0;16629.800000000003;6;2020-04-01
3812;14_i;14.0;1995.4;6;2020-04-01
3813;28_i;31.0;6767.200000000001;6;2020-04-01
3814;33_i;31.0;6193.000000000001;6;2020-04-01
3815;29_i;10.0;2424.4;6;2020-04-01
3816;30_i;31.0;2622.4;6;2020-04-01
3817;15_i;31.0;5999.400000000001;6;2020-04-01
3818;54_i;31.0;12555.400000000001;6;2020-04-01
3819;31_i;31.0;2525.6000000000004;6;2020-04-01
3820;31_i;31.0;2525.6000000000004;6;2020-04-01
3821;73_i;30.0;5893.8;6;2020-04-01
3822;72_i;31.0;12731.400000000001;6;2020-04-01
3823;40_i;;;6;2020-04-01
3824;48_i;31.0;10986.800000000001;6;2020-04-01
3825;41_i;31.0;19804.4;6;2020-04-01
3826;34_i;31.0;5856.400000000001;6;2020-04-01
3827;55_i;31.0;5786.000000000001;6;2020-04-01
3828;56_i;31.0;22897.600000000002;6;2020-04-01
3829;57_i;31.0;11567.6;6;2020-04-01
3830;70_i;31.0;15059.000000000002;6;2020-04-01
3831;69_i;31.0;9141.0;6;2020-04-01
3832;58_i;31.0;3231.8;6;2020-04-01
3833;59_i;31.0;2879.8;6;2020-04-01
3834;60_i;31.0;13257.2;6;2020-04-01
3835;68_i;31.0;12135.2;6;2020-04-01
3836;61_i;30.0;2587.2000000000003;6;2020-04-01
3837;66_i;30.0;18319.4;6;2020-04-01
3838;71_i;30.0;11022.0;6;2020-04-01
3839;62_i;30.0;7000.400000000001;6;2020-04-01
3840;63_i;;;6;2020-04-01
3841;64_i;31.0;16359.2;6;2020-04-01
3842;46_i;28.0;4382.400000000001;6;2020-04-01
3843;65_i;31.0;3788.4;6;2020-04-01
3844;79_i;;;6;2020-04-01
3845;79_i;;;6;2020-04-01
3846;81_i;;;6;2020-04-01
3847;8_i;31.0;5892.4800000000005;7;2020-04-01
3848;74_i;31.0;654.7200000000001;7;2020-04-01
3849;82_i;30.0;4404.400000000001;6;2020-12-01
3850;6_i;30.0;15074.400000000001;6;2020-12-01
3851;2_i;30.0;10546.800000000001;6;2020-12-01
3852;7_i;30.0;6347.000000000001;6;2020-12-01
3853;11_i;30.0;2684.0;6;2020-12-01
3854;8_i;20.42;4062.476;6;2020-12-01
3855;17_i;30.0;3487.0000000000005;6;2020-12-01
3856;35_i;30.0;1386.0;6;2020-12-01
3857;76_i;30.0;8397.400000000001;6;2020-12-01
3858;12_i;30.0;8630.6;6;2020-12-01
3859;9_i;30.0;6787.000000000001;6;2020-12-01
3860;10_i;30.0;9189.400000000001;6;2020-12-01
3861;13_i;;;6;2020-12-01
3862;44_i;30.0;8437.0;6;2020-12-01
3863;36_i;30.0;8333.6;6;2020-12-01
3864;49_i;30.0;1504.8000000000002;6;2020-12-01
3865;37_i;30.0;11576.400000000001;6;2020-12-01
3866;32_i;30.0;9132.2;6;2020-12-01
3867;50_i;30.0;2123.0;6;2020-12-01
3868;42_i;30.0;7860.6;6;2020-12-01
3869;67_i;30.0;8714.2;6;2020-12-01
3870;18_i;30.0;13224.2;6;2020-12-01
3871;38_i;1.0;2.2;6;2020-12-01
3872;51_i;;;6;2020-12-01
3873;39_i;30.0;8960.6;6;2020-12-01
3874;19_i;1.0;2.2;6;2020-12-01
3875;20_i;1.0;2.2;6;2020-12-01
3876;21_i;30.0;15593.6;6;2020-12-01
3877;22_i;30.0;7121.400000000001;6;2020-12-01
3878;52_i;30.0;9653.6;6;2020-12-01
3879;23_i;30.0;12819.400000000001;6;2020-12-01
3880;24_i;1.0;2.2;6;2020-12-01
3881;25_i;1.0;330.0;6;2020-12-01
3882;26_i;30.0;6347.000000000001;6;2020-12-01
3883;45_i;30.0;11440.000000000002;6;2020-12-01
3884;3_i;30.0;3051.4;6;2020-12-01
3885;0_i;16.0;4615.6;6;2020-12-01
3886;4_i;30.0;7044.400000000001;6;2020-12-01
3887;5_i;30.0;8731.800000000001;6;2020-12-01
3888;1_i;30.0;3473.8;6;2020-12-01
3889;53_i;30.0;7119.200000000001;6;2020-12-01
3890;27_i;30.0;12060.400000000001;6;2020-12-01
3891;14_i;20.42;3965.8740000000007;6;2020-12-01
3892;28_i;30.0;7889.200000000001;6;2020-12-01
3893;33_i;30.0;7836.400000000001;6;2020-12-01
3894;29_i;30.0;9473.2;6;2020-12-01
3895;30_i;30.0;1460.8000000000002;6;2020-12-01
3896;15_i;30.0;7359.000000000001;6;2020-12-01
3897;54_i;30.0;13670.800000000001;6;2020-12-01
3898;31_i;30.0;2255.0;6;2020-12-01
3899;31_i;30.0;2255.0;6;2020-12-01
3900;73_i;30.0;6617.6;6;2020-12-01
3901;72_i;30.0;12790.800000000001;6;2020-12-01
